ExpenseID,PropertyID,SalesID,ExpenseDate,Year,Month,ExpenseCategory,ExpenseType,ExpenseDescription,ExpenseAmount,TaxAmount,TotalExpenseAmount,PaidBy,AllocatedTo,PaymentMode,ExpenseStatus
1789,4590,597,2023-10-29,2023,10,Marketing,Fixed,Operational Expense,66650,11997,78647,Agent,Property,Cheque,Pending
1790,3465,1114,2023-07-17,2023,7,Legal,Fixed,Operational Expense,93703,16866,110569,Owner,Sale,Cash,Approved
1791,1974,2431,2024-06-23,2024,6,Marketing,Variable,Operational Expense,194188,34953,229141,Company,Property,Online,Pending
1792,1137,2380,2024-01-05,2024,1,Admin,Variable,Operational Expense,130726,23530,154256,Agent,Property,Online,Pending
1793,3433,531,2023-01-10,2023,1,Admin,Fixed,Operational Expense,119410,21493,140903,Company,Property,Online,Pending
1794,86,1373,2022-11-17,2022,11,Admin,Fixed,Operational Expense,192080,34574,226654,Agent,Sale,Cheque,Approved
1795,150,931,2024-07-31,2024,7,Maintenance,Variable,Operational Expense,83706,15067,98773,Company,Sale,Cash,Approved
1796,3470,424,2022-10-12,2022,10,Legal,Fixed,Operational Expense,97712,17588,115300,Owner,Sale,Cheque,Pending
1797,1099,2176,2023-10-15,2023,10,Brokerage,Variable,Operational Expense,92270,16608,108878,Agent,Property,Cheque,Approved
1798,514,1398,2023-07-09,2023,7,Legal,Fixed,Operational Expense,41562,7481,49043,Company,Property,Online,Approved
1799,229,1192,2023-09-20,2023,9,Admin,Fixed,Operational Expense,84215,15158,99373,Owner,Property,Cash,Pending
1800,2583,457,2023-02-28,2023,2,Brokerage,Variable,Operational Expense,15517,2793,18310,Agent,Sale,Cash,Approved
1801,3495,880,2021-04-19,2021,4,Admin,Fixed,Operational Expense,170496,30689,201185,Agent,Property,Cheque,Pending
1802,2481,2315,2021-06-09,2021,6,Admin,Fixed,Operational Expense,166158,29908,196066,Agent,Sale,Cheque,Approved
1803,3371,171,2021-04-06,2021,4,Marketing,Variable,Operational Expense,144614,26030,170644,Owner,Property,Online,Approved
1804,1869,1079,2023-06-05,2023,6,Legal,Variable,Operational Expense,105496,18989,124485,Company,Sale,Cheque,Approved
1805,2204,25,2021-11-22,2021,11,Legal,Variable,Operational Expense,168278,30290,198568,Company,Sale,Online,Pending
1806,1151,1230,2024-02-03,2024,2,Brokerage,Fixed,Operational Expense,73943,13309,87252,Owner,Sale,Cheque,Pending
1807,3903,1051,2025-01-17,2025,1,Legal,Variable,Operational Expense,107452,19341,126793,Owner,Property,Cheque,Approved
1808,4270,807,2021-11-11,2021,11,Marketing,Variable,Operational Expense,146770,26418,173188,Owner,Property,Cheque,Pending
1809,4240,2475,2024-10-20,2024,10,Marketing,Variable,Operational Expense,198630,35753,234383,Agent,Sale,Cheque,Approved
1810,194,2228,2023-10-19,2023,10,Admin,Variable,Operational Expense,149978,26996,176974,Company,Sale,Cash,Pending
1811,467,1711,2022-04-18,2022,4,Legal,Fixed,Operational Expense,34884,6279,41163,Owner,Sale,Cash,Approved
1812,1316,1809,2022-03-07,2022,3,Brokerage,Variable,Operational Expense,12647,2276,14923,Agent,Sale,Cash,Approved
1813,3705,479,2024-12-15,2024,12,Legal,Variable,Operational Expense,51563,9281,60844,Company,Sale,Cheque,Pending
1814,534,1485,2022-01-21,2022,1,Legal,Variable,Operational Expense,77923,14026,91949,Agent,Property,Online,Pending
1815,1161,426,2021-09-03,2021,9,Maintenance,Variable,Operational Expense,158041,28447,186488,Company,Property,Online,Approved
1816,3587,1663,2025-08-28,2025,8,Legal,Variable,Operational Expense,77056,13870,90926,Agent,Property,Cheque,Pending
1817,3690,2409,2023-06-03,2023,6,Maintenance,Fixed,Operational Expense,198382,35708,234090,Agent,Sale,Cash,Pending
1818,1523,1480,2021-01-05,2021,1,Maintenance,Fixed,Operational Expense,57915,10424,68339,Company,Property,Cash,Approved
1819,2902,1015,2025-08-25,2025,8,Admin,Variable,Operational Expense,72985,13137,86122,Owner,Property,Cheque,Approved
1820,3998,1714,2023-01-29,2023,1,Legal,Fixed,Operational Expense,108188,19473,127661,Agent,Property,Online,Approved
1821,2360,1246,2021-03-21,2021,3,Brokerage,Fixed,Operational Expense,52282,9410,61692,Agent,Property,Online,Pending
1822,4832,108,2022-04-11,2022,4,Marketing,Fixed,Operational Expense,48116,8660,56776,Agent,Sale,Online,Approved
1823,461,1658,2024-05-06,2024,5,Brokerage,Variable,Operational Expense,14712,2648,17360,Company,Sale,Cheque,Pending
1824,2613,368,2024-12-05,2024,12,Legal,Fixed,Operational Expense,59301,10674,69975,Company,Property,Cash,Pending
1825,170,1026,2021-09-28,2021,9,Marketing,Fixed,Operational Expense,35415,6374,41789,Agent,Sale,Cash,Pending
1826,3309,783,2024-12-11,2024,12,Legal,Fixed,Operational Expense,104533,18815,123348,Owner,Property,Cash,Approved
1827,3506,1842,2025-05-07,2025,5,Maintenance,Fixed,Operational Expense,171259,30826,202085,Owner,Property,Online,Pending
1828,3549,1139,2022-05-22,2022,5,Marketing,Fixed,Operational Expense,141083,25394,166477,Company,Property,Cheque,Pending
1829,1729,815,2022-07-24,2022,7,Brokerage,Fixed,Operational Expense,140729,25331,166060,Owner,Sale,Cheque,Pending
1830,2869,1362,2025-10-17,2025,10,Admin,Variable,Operational Expense,138679,24962,163641,Agent,Property,Cheque,Pending
1831,2559,62,2021-06-13,2021,6,Legal,Variable,Operational Expense,5394,970,6364,Company,Sale,Online,Pending
1832,2125,1468,2025-01-19,2025,1,Brokerage,Fixed,Operational Expense,107166,19289,126455,Owner,Property,Cash,Pending
1833,3895,1842,2022-05-03,2022,5,Maintenance,Fixed,Operational Expense,41239,7423,48662,Agent,Sale,Cheque,Approved
1834,3651,1734,2021-03-20,2021,3,Admin,Fixed,Operational Expense,111820,20127,131947,Company,Property,Online,Approved
1835,3299,1919,2025-03-01,2025,3,Admin,Variable,Operational Expense,155013,27902,182915,Owner,Property,Cheque,Pending
1836,3110,2225,2025-03-07,2025,3,Marketing,Fixed,Operational Expense,88814,15986,104800,Company,Property,Cash,Pending
1837,3052,575,2025-11-16,2025,11,Admin,Variable,Operational Expense,121973,21955,143928,Agent,Property,Cash,Pending
1838,3712,84,2023-08-24,2023,8,Admin,Fixed,Operational Expense,196766,35417,232183,Company,Sale,Cheque,Approved
1839,2173,457,2022-10-10,2022,10,Legal,Variable,Operational Expense,50717,9129,59846,Agent,Property,Online,Approved
1840,1062,196,2022-03-24,2022,3,Legal,Fixed,Operational Expense,161271,29028,190299,Owner,Property,Online,Approved
1841,190,122,2024-08-03,2024,8,Marketing,Fixed,Operational Expense,98759,17776,116535,Owner,Property,Cheque,Approved
1842,2346,1016,2024-09-18,2024,9,Marketing,Variable,Operational Expense,118347,21302,139649,Company,Property,Cheque,Pending
1843,183,2021,2024-04-08,2024,4,Marketing,Fixed,Operational Expense,58723,10570,69293,Owner,Property,Online,Pending
1844,1385,1195,2022-07-25,2022,7,Marketing,Variable,Operational Expense,29944,5389,35333,Owner,Sale,Online,Pending
1845,4765,237,2023-06-17,2023,6,Admin,Fixed,Operational Expense,38893,7000,45893,Agent,Property,Cash,Approved
1846,2751,1217,2023-08-13,2023,8,Marketing,Fixed,Operational Expense,168206,30277,198483,Agent,Property,Online,Pending
1847,4909,217,2021-03-14,2021,3,Maintenance,Fixed,Operational Expense,193063,34751,227814,Agent,Sale,Cash,Pending
1848,3560,1878,2024-04-01,2024,4,Admin,Variable,Operational Expense,166525,29974,196499,Owner,Sale,Online,Approved
1849,930,184,2025-08-24,2025,8,Admin,Fixed,Operational Expense,55649,10016,65665,Company,Property,Online,Approved
1850,4501,1254,2025-01-06,2025,1,Legal,Variable,Operational Expense,195654,35217,230871,Company,Sale,Cheque,Approved
1851,4550,2418,2023-09-08,2023,9,Admin,Variable,Operational Expense,121457,21862,143319,Company,Sale,Cash,Approved
1852,3765,130,2022-10-24,2022,10,Marketing,Variable,Operational Expense,106492,19168,125660,Agent,Sale,Online,Approved
1853,4139,1298,2023-07-04,2023,7,Brokerage,Fixed,Operational Expense,60682,10922,71604,Agent,Sale,Online,Pending
1854,495,2497,2024-02-02,2024,2,Legal,Fixed,Operational Expense,42238,7602,49840,Owner,Property,Cheque,Pending
1855,806,192,2022-02-24,2022,2,Maintenance,Fixed,Operational Expense,131955,23751,155706,Agent,Sale,Cash,Approved
1856,4485,608,2024-01-06,2024,1,Marketing,Fixed,Operational Expense,106387,19149,125536,Owner,Sale,Online,Approved
1857,2097,2327,2021-07-13,2021,7,Marketing,Fixed,Operational Expense,46931,8447,55378,Owner,Property,Cash,Approved
1858,4615,1354,2021-11-23,2021,11,Marketing,Variable,Operational Expense,75690,13624,89314,Owner,Sale,Online,Approved
1859,4720,304,2023-07-08,2023,7,Brokerage,Fixed,Operational Expense,19978,3596,23574,Company,Property,Online,Approved
1860,4543,2359,2024-03-14,2024,3,Brokerage,Variable,Operational Expense,45203,8136,53339,Company,Property,Cheque,Pending
1861,1532,653,2022-07-09,2022,7,Legal,Fixed,Operational Expense,6330,1139,7469,Agent,Property,Online,Pending
1862,1109,1530,2024-08-03,2024,8,Brokerage,Variable,Operational Expense,149097,26837,175934,Company,Property,Cash,Pending
1863,2117,473,2022-07-30,2022,7,Admin,Variable,Operational Expense,160145,28826,188971,Agent,Sale,Online,Pending
1864,1364,1515,2022-12-30,2022,12,Brokerage,Variable,Operational Expense,130983,23576,154559,Company,Sale,Cheque,Approved
1865,1389,1036,2024-02-24,2024,2,Marketing,Variable,Operational Expense,171074,30793,201867,Agent,Sale,Cash,Approved
1866,1702,2138,2023-09-18,2023,9,Maintenance,Fixed,Operational Expense,100146,18026,118172,Company,Sale,Online,Pending
1867,2294,651,2024-01-19,2024,1,Admin,Variable,Operational Expense,62775,11299,74074,Company,Sale,Cheque,Pending
1868,2618,143,2024-08-02,2024,8,Admin,Variable,Operational Expense,182271,32808,215079,Agent,Property,Cash,Approved
1869,2252,1473,2023-10-28,2023,10,Brokerage,Fixed,Operational Expense,78621,14151,92772,Owner,Property,Online,Pending
1870,2704,1992,2022-12-29,2022,12,Marketing,Variable,Operational Expense,148972,26814,175786,Owner,Sale,Online,Approved
1871,4430,90,2022-04-02,2022,4,Maintenance,Variable,Operational Expense,116796,21023,137819,Agent,Property,Online,Approved
1872,3065,1094,2022-02-15,2022,2,Maintenance,Fixed,Operational Expense,10754,1935,12689,Agent,Property,Cash,Approved
1873,2152,908,2025-05-01,2025,5,Marketing,Fixed,Operational Expense,21730,3911,25641,Company,Sale,Cheque,Pending
1874,295,1955,2021-08-05,2021,8,Maintenance,Fixed,Operational Expense,164175,29551,193726,Company,Property,Cash,Approved
1875,3399,2070,2024-12-17,2024,12,Legal,Fixed,Operational Expense,124789,22462,147251,Owner,Sale,Cheque,Pending
1876,4596,1234,2024-12-14,2024,12,Marketing,Fixed,Operational Expense,103395,18611,122006,Agent,Property,Cash,Approved
1877,398,685,2024-11-29,2024,11,Marketing,Variable,Operational Expense,128237,23082,151319,Owner,Sale,Cash,Pending
1878,455,2307,2021-10-24,2021,10,Marketing,Fixed,Operational Expense,167119,30081,197200,Agent,Property,Online,Approved
1879,1323,647,2021-01-13,2021,1,Marketing,Fixed,Operational Expense,63530,11435,74965,Owner,Sale,Cash,Approved
1880,4081,2335,2022-12-28,2022,12,Legal,Fixed,Operational Expense,120528,21695,142223,Owner,Property,Cheque,Approved
1881,2550,1113,2023-07-06,2023,7,Brokerage,Variable,Operational Expense,161109,28999,190108,Owner,Property,Cash,Approved
1882,302,1940,2024-03-11,2024,3,Maintenance,Fixed,Operational Expense,136825,24628,161453,Company,Sale,Cheque,Pending
1883,2222,1183,2025-06-16,2025,6,Admin,Fixed,Operational Expense,59064,10631,69695,Owner,Property,Online,Approved
1884,2787,1342,2025-02-13,2025,2,Admin,Fixed,Operational Expense,155741,28033,183774,Agent,Property,Cheque,Approved
1885,3864,452,2023-11-13,2023,11,Brokerage,Fixed,Operational Expense,101393,18250,119643,Owner,Property,Cash,Pending
1886,4619,505,2022-06-29,2022,6,Brokerage,Variable,Operational Expense,69303,12474,81777,Owner,Property,Cheque,Approved
1887,4780,289,2025-03-21,2025,3,Brokerage,Variable,Operational Expense,146772,26418,173190,Agent,Property,Online,Approved
1888,1939,961,2023-08-06,2023,8,Legal,Variable,Operational Expense,68725,12370,81095,Owner,Sale,Cash,Approved
1889,4367,38,2024-11-07,2024,11,Brokerage,Variable,Operational Expense,41004,7380,48384,Agent,Sale,Online,Pending
1890,2223,674,2025-10-14,2025,10,Brokerage,Fixed,Operational Expense,45148,8126,53274,Agent,Property,Cheque,Approved
1891,4076,2434,2021-08-13,2021,8,Marketing,Variable,Operational Expense,39559,7120,46679,Owner,Sale,Cheque,Approved
1892,1369,184,2024-10-11,2024,10,Brokerage,Variable,Operational Expense,69946,12590,82536,Company,Sale,Cash,Approved
1893,4263,2459,2023-02-16,2023,2,Maintenance,Variable,Operational Expense,83797,15083,98880,Company,Property,Online,Pending
1894,2058,865,2024-07-13,2024,7,Marketing,Variable,Operational Expense,123651,22257,145908,Company,Property,Cash,Pending
1895,2546,1980,2025-01-05,2025,1,Marketing,Variable,Operational Expense,128205,23076,151281,Company,Sale,Online,Approved
1896,4750,2284,2025-03-04,2025,3,Marketing,Variable,Operational Expense,196482,35366,231848,Owner,Sale,Online,Approved
1897,2511,1446,2024-02-02,2024,2,Maintenance,Variable,Operational Expense,38577,6943,45520,Company,Property,Cash,Approved
1898,3732,2135,2024-04-02,2024,4,Admin,Variable,Operational Expense,134442,24199,158641,Owner,Sale,Cheque,Pending
1899,4844,1030,2022-09-23,2022,9,Brokerage,Fixed,Operational Expense,13356,2404,15760,Owner,Property,Cheque,Pending
1900,4975,1164,2021-10-02,2021,10,Legal,Fixed,Operational Expense,20003,3600,23603,Owner,Sale,Cheque,Approved
1901,3667,284,2023-06-23,2023,6,Legal,Variable,Operational Expense,177952,32031,209983,Owner,Property,Online,Pending
1902,4477,1127,2023-01-11,2023,1,Legal,Fixed,Operational Expense,47692,8584,56276,Company,Property,Cheque,Approved
1903,3014,1010,2021-01-16,2021,1,Marketing,Variable,Operational Expense,21829,3929,25758,Company,Property,Online,Pending
1904,4470,1797,2021-01-21,2021,1,Maintenance,Fixed,Operational Expense,171981,30956,202937,Owner,Property,Online,Pending
1905,601,1747,2023-08-18,2023,8,Legal,Variable,Operational Expense,37193,6694,43887,Owner,Property,Cash,Pending
1906,3789,2205,2021-10-15,2021,10,Brokerage,Variable,Operational Expense,150610,27109,177719,Company,Property,Cheque,Pending
1907,528,48,2025-04-10,2025,4,Marketing,Fixed,Operational Expense,196250,35325,231575,Company,Property,Cheque,Pending
1908,1826,1739,2021-08-08,2021,8,Maintenance,Variable,Operational Expense,109383,19688,129071,Agent,Property,Cheque,Pending
1909,3581,2344,2021-11-12,2021,11,Brokerage,Variable,Operational Expense,79676,14341,94017,Owner,Property,Cash,Pending
1910,3055,916,2022-02-23,2022,2,Legal,Variable,Operational Expense,183761,33076,216837,Owner,Property,Cash,Approved
1911,1368,147,2021-06-10,2021,6,Maintenance,Variable,Operational Expense,15491,2788,18279,Owner,Property,Cash,Approved
1912,3102,772,2021-10-03,2021,10,Maintenance,Fixed,Operational Expense,38569,6942,45511,Agent,Sale,Online,Approved
1913,4995,1534,2025-07-04,2025,7,Marketing,Fixed,Operational Expense,54161,9748,63909,Company,Property,Cheque,Approved
1914,1681,1760,2024-06-30,2024,6,Legal,Variable,Operational Expense,40180,7232,47412,Agent,Property,Online,Approved
1915,2857,1437,2022-11-23,2022,11,Maintenance,Fixed,Operational Expense,171457,30862,202319,Agent,Sale,Online,Pending
1916,4514,1992,2023-01-11,2023,1,Brokerage,Fixed,Operational Expense,169898,30581,200479,Agent,Property,Cash,Pending
1917,4916,141,2023-03-13,2023,3,Admin,Fixed,Operational Expense,181025,32584,213609,Owner,Sale,Cheque,Pending
1918,2938,4,2021-09-18,2021,9,Legal,Variable,Operational Expense,188348,33902,222250,Agent,Sale,Cheque,Approved
1919,3793,2185,2023-12-12,2023,12,Legal,Fixed,Operational Expense,70899,12761,83660,Agent,Property,Cash,Approved
1920,4069,1987,2021-09-07,2021,9,Legal,Variable,Operational Expense,136992,24658,161650,Owner,Property,Cheque,Pending
1921,1507,1495,2021-10-18,2021,10,Brokerage,Variable,Operational Expense,60033,10805,70838,Owner,Sale,Online,Pending
1922,1662,169,2023-08-31,2023,8,Brokerage,Fixed,Operational Expense,19974,3595,23569,Owner,Property,Cheque,Pending
1923,4102,546,2021-03-26,2021,3,Maintenance,Fixed,Operational Expense,87361,15724,103085,Company,Sale,Online,Approved
1924,2024,1235,2022-07-18,2022,7,Admin,Variable,Operational Expense,66099,11897,77996,Owner,Sale,Online,Approved
1925,1370,1417,2025-05-19,2025,5,Marketing,Fixed,Operational Expense,45078,8114,53192,Agent,Sale,Cheque,Approved
1926,3392,1088,2022-05-12,2022,5,Admin,Fixed,Operational Expense,109796,19763,129559,Agent,Property,Online,Pending
1927,3471,2053,2023-03-04,2023,3,Admin,Variable,Operational Expense,50591,9106,59697,Agent,Sale,Online,Approved
1928,606,945,2025-01-28,2025,1,Marketing,Variable,Operational Expense,107159,19288,126447,Owner,Sale,Cheque,Pending
1929,4191,1073,2023-05-20,2023,5,Brokerage,Variable,Operational Expense,66847,12032,78879,Agent,Property,Online,Approved
1930,3726,1572,2021-12-22,2021,12,Marketing,Variable,Operational Expense,97661,17578,115239,Company,Property,Cash,Pending
1931,3693,596,2025-06-01,2025,6,Marketing,Fixed,Operational Expense,10922,1965,12887,Company,Property,Cash,Pending
1932,1304,37,2023-10-10,2023,10,Legal,Fixed,Operational Expense,88447,15920,104367,Agent,Sale,Online,Pending
1933,1305,2476,2025-04-30,2025,4,Marketing,Fixed,Operational Expense,44181,7952,52133,Owner,Sale,Cash,Pending
1934,2990,1236,2025-06-03,2025,6,Legal,Fixed,Operational Expense,99166,17849,117015,Owner,Property,Cheque,Pending
1935,2788,2209,2021-12-15,2021,12,Brokerage,Fixed,Operational Expense,136792,24622,161414,Owner,Sale,Cash,Pending
1936,3243,1633,2023-04-04,2023,4,Maintenance,Fixed,Operational Expense,141416,25454,166870,Owner,Property,Cash,Approved
1937,2847,490,2025-01-02,2025,1,Marketing,Variable,Operational Expense,39238,7062,46300,Agent,Sale,Cash,Pending
1938,4970,2408,2023-06-30,2023,6,Legal,Variable,Operational Expense,102482,18446,120928,Company,Sale,Cash,Approved
1939,65,1781,2022-11-22,2022,11,Marketing,Fixed,Operational Expense,33182,5972,39154,Agent,Sale,Online,Pending
1940,3205,356,2021-06-23,2021,6,Marketing,Fixed,Operational Expense,154494,27808,182302,Agent,Sale,Cheque,Approved
1941,3980,1935,2024-10-15,2024,10,Legal,Fixed,Operational Expense,70832,12749,83581,Agent,Property,Cheque,Approved
1942,189,2072,2024-07-26,2024,7,Admin,Variable,Operational Expense,72502,13050,85552,Agent,Property,Cheque,Approved
1943,3241,2062,2022-09-11,2022,9,Marketing,Variable,Operational Expense,42184,7593,49777,Owner,Property,Online,Approved
1944,494,2027,2022-09-28,2022,9,Admin,Variable,Operational Expense,177387,31929,209316,Company,Sale,Cash,Pending
1945,2079,1762,2024-11-03,2024,11,Marketing,Variable,Operational Expense,89857,16174,106031,Company,Property,Cash,Approved
1946,3096,2007,2025-07-24,2025,7,Legal,Variable,Operational Expense,70820,12747,83567,Agent,Property,Online,Approved
